Horizontal_vibration_signals,Vertical_vibration_signals
0.9972094744443893,-0.500035285949707
-0.09981390088796616,-0.2787351980805397
-0.27916429564356804,-0.34456249326467514
0.21098850294947624,0.8568286895751953
-1.1730670928955078,0.6395698338747025
-1.2723803520202637,0.4497408866882324
0.6226063147187233,0.38745399564504623
0.10639430023729801,-0.16556980088353157
-1.3280034065246582,-0.04594330210238695
-0.8858799934387207,0.5012750998139381
-0.010347400093451142,0.9933949261903763
-0.07851120084524155,-0.20933149382472038
-0.09617810137569904,1.1908531188964844
0.23372169584035873,0.8696079254150391
0.6387472152709961,1.064467430114746
0.42536258697509766,-0.4141569137573242
0.6602883338928223,0.05664830096065998
0.8587359637022018,1.4687418937683105
-0.18186569213867188,0.16907449811697006
-0.18097160384058952,-0.1792789064347744
0.6838799268007278,0.7547379285097122
1.3086557388305664,0.6330251693725586
-1.1423348635435104,-0.5075215920805931
0.05011559929698706,-0.1880526915192604
0.120508698746562,-1.5224695205688477
-0.3437041863799095,-0.3563046082854271
0.5720973014831543,-0.9007692337036133
0.2905607037246227,-1.3007760047912598
-1.145339012145996,0.31151769682765007
0.2143264003098011,0.385892391204834
-0.22875070571899414,-0.8208751678466797
-1.6883373260498047,0.11843440122902393
-0.08106229826807976,-0.17061229795217514
-0.7655143737792969,0.2383589930832386
0.4515529051423073,-0.1454234030097723
-0.01877550035715103,0.07292029913514853
-0.18203260377049446,1.3930916786193848
-0.4561423882842064,1.7236828804016113
-0.16106370836496353,-0.3114580921828747
0.39322379976511,0.5251049995422363
-0.049698399379849434,0.8454561233520508
1.1608362197875977,0.02844329923391342
0.2014636993408203,0.32624009996652603
0.5718111991882324,-0.5171537026762962
-0.36838050931692123,0.8453965187072754
-1.6478419303894043,-0.1315355021506548
-1.409745216369629,-0.47419071197509766
-1.2802958488464355,-0.04781479947268963
0.3739475831389427,0.29288530349731445
-1.137399673461914,-0.2101420983672142
-0.3736734017729759,0.5288004875183105
-0.6156206130981445,-0.0532031012699008
-0.7706999778747559,0.5066752061247826
-1.110243797302246,-0.14995340257883072
-0.3499745950102806,0.2784371003508568
-1.8687129020690918,0.9241223335266113
-0.35256151109933853,1.0211467742919922
-0.7037519663572311,0.21852249279618263
0.41880611330270767,-0.4509567841887474
0.6094694137573242,1.2259483337402344
-0.20791290327906609,-0.0108837999869138
-0.07517340127378702,1.0389924049377441
1.2066841125488281,-0.6193161010742188
-0.06433730013668537,0.7145761698484421
-0.5149960890412331,0.35376548767089844
-0.24265050888061523,-0.5047320947051048
-0.021457700058817863,-0.4572511091828346
1.0761260986328125,-0.48693418502807617
0.5837202072143555,0.1636981964111328
-0.5734086036682129,-0.5128264054656029
-1.339566707611084,0.08907319977879524
-0.24355649948120117,-0.5041242018342018
-0.4949212074279785,-0.015437599504366517
0.5990147963166237,-0.5791664123535156
-0.18838640302419662,0.48677921295166016
-0.04472730215638876,-0.28933290392160416
0.03328320104628801,-0.29702190309762955
-1.7803072929382324,0.4172801971435547
-0.43298009783029556,0.17271040007472038
-0.2922772988677025,0.5875707045197487
-0.22205110639333725,-0.06027219817042351
1.5821218490600586,0.4760146141052246
0.24434329941868782,0.8733391761779785
0.0026344999787397683,0.8604288101196289
-0.004565700073726475,-0.20551679655909538
0.6695151329040527,0.046169799752533436
0.3442525863647461,0.6101727113127708
-0.45828819274902344,0.6055355072021484
-0.3564954176545143,-0.17137529328465462
0.27921199798583984,0.7877945899963379
-0.3755807876586914,-0.1967906951904297
-2.096223831176758,0.6852387636899948
-0.23609399795532227,-0.17067190259695053
0.37366151809692383,0.38352008908987045
-0.3925323113799095,0.338590107858181
-0.2516626939177513,0.1677275076508522
0.15755889937281609,0.5460977926850319
-0.18070939928293228,-0.1230716984719038
0.09676219895482063,0.3214002028107643
0.13998749665915966,-0.15194419771432877
0.3363966941833496,-0.05400179885327816
-0.48174861818552017,0.09975429624319077
-0.19195079803466797,-0.2051711082458496
-0.46557191759347916,-0.48825740814208984
-0.27045009657740593,-0.09675029665231705
-0.3688931092619896,-0.37163499742746353
0.5944133177399635,-0.5179762840270996
-0.172805804759264,0.20482540130615234
2.2725939750671387,-1.1876940727233887
-0.9239553660154343,0.22588970139622688
0.5060077086091042,-0.30487779527902603
-0.7416129112243652,-0.4586338996887207
0.11903050355613232,-0.047695599496364594
0.3130197897553444,-0.6663084030151367
-0.43287280946969986,-0.3071426972746849
-0.24372339248657227,0.5926370993256569
-1.9959688186645508,-0.030553299002349377
0.15391110442578793,-0.5302191153168678
-1.1171460151672363,-0.023889499716460705
-0.14188289642333984,-0.7960200309753418
-0.27530189603567123,0.9883999824523926
0.3154755011200905,-0.29059650376439095
-0.022578199859708548,-0.7489324361085892
0.29948949813842773,-0.06347890011966228
0.5921244993805885,0.3599882125854492
-0.5358457937836647,-1.126694679260254
-0.8958219736814499,-0.13663769699633121
-0.4886626824736595,-0.3351807966828346
0.2941131964325905,0.199127197265625
-0.5949616059660912,-0.9032130241394043
-1.5676498413085938,-0.5839347839355469
0.6849051266908646,0.031173198949545622
-0.742805004119873,0.018489400390535593
0.5085111036896706,-0.5947351083159447
-0.3413081169128418,-0.045919399708509445
1.2182950973510742,0.8873940259218216
-1.0179877281188965,-0.17954109236598015
-1.342451572418213,0.15443559736013412
1.019728183746338,0.07821319624781609
-1.129913330078125,0.4439235106110573
-0.28514860197901726,0.3123641014099121
-0.06324050016701221,-0.7228493690490723
0.34826990216970444,0.7808446884155273
-0.5141735076904297,-0.26493070647120476
-1.3239860534667969,0.18569229170680046
0.6050943955779076,-0.3005385026335716
0.8852601051330566,-0.4515529051423073
1.1013150215148926,-0.5045652016997337
0.04138949792832136,-0.16798969358205795
0.7446169853210449,-0.646364688873291
-0.08988380432128906,-0.7558584213256836
-0.09781120344996452,-0.13052229769527912
0.09876489639282227,-1.0540605336427689
-0.7026314735412598,-0.04104380030184984
-1.3737082481384277,-0.7369160652160645
-0.9914755821228027,-0.1253127958625555
0.3476858139038086,-0.5502701178193092
0.5161881074309349,-0.11119839735329151
-0.07928609848022461,-0.24532079696655273
-0.7395864278078079,0.6401538848876953
0.5837560072541237,-0.027620799373835325
0.21207330748438835,-0.26807790622115135
-0.40929321199655533,1.4004230499267578
-0.0885486975312233,-0.5174756050109863
-0.07590060122311115,1.1769772320985794
0.4572867974638939,-0.21737810224294662
1.0489940643310547,0.7604598999023438
-0.7944107055664062,0.36519769579172134
-0.16406770795583725,0.2331852912902832
-0.9774565696716309,-0.07728340104222298
1.0236501693725586,0.09416339918971062
0.33637288957834244,-0.7283210754394531
-0.3629088029265404,-0.599515400826931
0.9732245653867722,-0.07606740109622478
-0.24965999647974968,-1.1860846728086472
0.42078498750925064,-0.5317329987883568
-1.435232162475586,-0.09950400330126286
-0.8214116096496582,-0.9954571723937988
0.1624464988708496,-0.23108720779418945
0.10510680265724659,-1.0897517204284668
-0.42345520108938217,-0.09802579879760742
-1.4660954475402832,0.4409193992614746
0.5455731973052025,-0.6940245628356934
-0.743710994720459,-0.3121376037597656
-0.4949330911040306,0.19711259752511978
1.5628695487976074,0.4298686981201172
0.20276309922337532,-0.2537251077592373
0.457155704498291,0.19016269594430923
0.5671143904328346,0.5121827125549316
1.6929864883422852,0.08250470273196697
-0.8936523646116257,0.06316899787634611
-1.084303930401802,-0.0319122988730669
-0.1829862967133522,1.1510133743286133
1.3743400573730469,-0.6242870911955833
-0.4219174012541771,-0.23185009136795998
-0.7879018783569336,1.0606169700622559
0.33068660646677017,0.2920866012573242
-0.9024977684020996,-0.1446485985070467
-0.7732748985290527,-0.9477735310792923
-0.029659299179911613,0.486445389688015
-0.06233450025320053,0.9020447731018066
-0.9361982345581055,-0.3888249024748802
-0.8484960347414017,-0.35065408796072006
0.040566897951066494,0.5305647850036621
-0.7872223854064941,0.1864909939467907
-1.1748194694519043,-0.09975429624319077
-0.2031565085053444,-0.1701832003891468
1.0234475135803223,0.07193089928478003
-0.11229519732296467,-0.014281299663707614
-0.6744623184204102,0.2950906939804554
